Gene.names	loc
LAS1L	ITS2
Nol9	ITS2
Xrn2/Dhm1	ITS2
Exosc4/Rrp41	ITS2
Exosc7/Rrp42	ITS2
Exosc8/Rrp43	ITS2
Exosc9/Pmscl1	ITS2
Exosc5/D7Wsu180e/Rrp46	ITS2
Exosc6/Mtr3	ITS2
EXOSC2/RRP4	ITS2
Exosc3/Rrp40	ITS2
Exosc1/Csl4	ITS2
Exosc10/Pmscl2	ITS2
C1d/Suncor	ITS2
Mtrex/Skiv2l2	ITS2
NOLC1/Kiaa0035	ITS2
Rsl1d1	ITS2
Nifk/Mki67ip	ITS2
Hbs1l/Hbs1/Kiaa1038	ITS2
Rps17	ITS2
Rpl23a	ITS2
Tma16	ITS2
NHP2/Nola2	ITS2
Nop53/Gltscr2/Pict1	ITS2
Gtpbp4/Crfg/Nog1	ITS2
Gnl2	ITS2
